root_id,root_name_cn,root_name_en,exposure_count,user_count,video_count,avg_watch_time,avg_watch_ratio,effective_view_rate,like_rate,collect_rate,comment_rate,forward_rate,hate_rate
39,影视和短剧, films and short plays,18469,4432,4106,58.10152146840652,0.3704259660400333,0.72830147815258,0.01770534409009692,0.00481888570036277,0.001570198711354161,0.0016243434945043046,0.0002707239157507174
9,搞笑, funny,11623,3615,3177,42.9980211649316,0.5113525586023154,0.7607330293383808,0.02056267744988385,0.0061946141271616625,0.002150907683042244,0.0019788350683988642,0.0009463993805385873
12,美食, gourmet,7298,2700,2080,30.413674979446423,0.4289689854337458,0.6904631405864621,0.014798574952041656,0.0023294053165250754,0.0010961907371882709,0.0019183337900794738,0.0009591668950397369
11,生活, life,6298,2727,1847,31.17878691648142,0.5238722300070661,0.719117180057161,0.016830739917434105,0.0031756113051762463,0.0031756113051762463,0.00206414734836456,0.0007939028262940616
25,亲子, parent-child,4656,2135,1247,28.749355670103093,0.5628791339830883,0.7448453608247423,0.017396907216494846,0.007302405498281787,0.000859106529209622,0.002147766323024055,0.000859106529209622
3,游戏,game,4653,1296,2030,35.70320223511713,0.49645117233993186,0.7423167848699763,0.025789813023855575,0.009026434558349452,0.005587792821835375,0.0027938964109176876,0.0012894906511927789
2,音乐, music,4411,2027,1522,29.450238041260484,0.3529144810122384,0.6628882339605532,0.03287236454318749,0.007027884833371118,0.0034005894355021537,0.002720471548401723,0.0004534119247336205
6,明星娱乐, Star Entertainment,3634,1775,1182,35.37121629058888,0.51665498506465,0.7663731425426528,0.026141992294991746,0.007154650522839846,0.003302146395156852,0.001375894331315355,0.000550357732526142
19,情感, emotion,3613,2014,976,40.95211735399945,0.47939870652900435,0.7320786050373651,0.02823138665928591,0.006919457514530861,0.004428452809299751,0.00249100470523111,0.0008303349017437033
15,才艺, talent,3232,1802,887,29.46813118811881,0.4847036364688922,0.7125618811881188,0.01670792079207921,0.005569306930693069,0.003094059405940594,0.001547029702970297,0.0012376237623762376
7,运动, movement,3137,1805,837,26.02008288173414,0.5949931163813944,0.7513547975773032,0.024226968441185846,0.0057379662097545425,0.0015938795027095952,0.0022314313037934334,0.000318775900541919
28,资讯, information,3130,1660,654,28.331629392971244,0.5650049302086603,0.7552715654952077,0.01597444089456869,0.0044728434504792336,0.004153354632587859,0.001597444089456869,0.0006389776357827476
13,三农, agriculture,2812,1501,748,29.167852062588906,0.5072952694713165,0.7094594594594594,0.016358463726884778,0.005689900426742532,0.0021337126600284497,0.0021337126600284497,0.00035561877667140827
20,二次元, quadratic,2656,1074,950,39.34826807228916,0.5266421033659487,0.7853915662650602,0.04631024096385542,0.015060240963855422,0.008659638554216868,0.002259036144578313,0.0007530120481927711
18,汽车, car,2373,1387,625,27.090602612726506,0.44733755229534433,0.7096502317741256,0.008006742520016857,0.002107037505267594,0.00042140750105351877,0.0050568900126422255,0.0008428150021070375
17,动物, animals,2322,1302,646,31.996985357450473,0.5314553061545696,0.7385874246339362,0.02627045650301464,0.006029285099052541,0.002583979328165375,0.0012919896640826874,0.0
4,美妆, beauty,1835,1087,596,19.289373297002726,0.44975438597650524,0.6267029972752044,0.020163487738419618,0.0027247956403269754,0.0010899182561307902,0.0016348773841961854,0.0
16,健康, healthy,1473,905,444,23.769857433808554,0.4843383339698779,0.703326544467074,0.010183299389002037,0.0027155465037338763,0.0,0.005431093007467753,0.0
36,房产家居, real estate,1468,1013,421,25.056539509536783,0.4973744503832435,0.6791553133514986,0.010899182561307902,0.0027247956403269754,0.0013623978201634877,0.0013623978201634877,0.0013623978201634877
1,舞蹈, dance,1336,940,452,16.285928143712574,0.6059664774470025,0.7223053892215568,0.02470059880239521,0.0074850299401197605,0.0029940119760479044,0.002245508982035928,0.002245508982035928
10,旅游, travel,1304,943,281,25.154141104294478,0.36047216197327897,0.6411042944785276,0.013803680981595092,0.003834355828220859,0.0,0.0015337423312883436,0.0
5,穿搭, wear it,1204,852,391,12.33970099667774,0.4553150553483806,0.5282392026578073,0.009136212624584718,0.0033222591362126247,0.0008305647840531562,0.0008305647840531562,0.0016611295681063123
38,读书, reading,1058,748,333,48.03119092627599,0.3702308934067091,0.719281663516068,0.022684310018903593,0.007561436672967864,0.002835538752362949,0.003780718336483932,0.000945179584120983
22,财经, Finance,1003,678,247,41.51246261216351,0.40376843034581317,0.7417746759720838,0.014955134596211365,0.003988035892323031,0.0009970089730807576,0.0029910269192422734,0.0
21,历史, history,731,509,211,47.50752393980848,0.4498574606619911,0.774281805745554,0.025991792065663474,0.006839945280437756,0.0027359781121751026,0.0027359781121751026,0.0
35,军事, military,712,495,166,51.34550561797753,0.48810549206696624,0.7865168539325843,0.02949438202247191,0.0014044943820224719,0.0028089887640449437,0.0,0.0
30,法律, legal,651,476,191,35.42242703533026,0.4469206000659198,0.7357910906298003,0.015360983102918587,0.007680491551459293,0.007680491551459293,0.0,0.0
27,高新数码, Advanced digital,647,453,212,16.19319938176198,0.42109021048838113,0.624420401854714,0.0077279752704791345,0.0030911901081916537,0.0015455950540958269,0.0030911901081916537,0.0015455950540958269
34,随手拍, random shot,637,547,230,23.145996860282576,0.5944973331736644,0.728414442700157,0.01726844583987441,0.0031397174254317113,0.004709576138147566,0.0,0.0
29,科学, Science,637,504,203,34.24018838304553,0.5053570545309064,0.7613814756671899,0.018838304552590265,0.009419152276295133,0.004709576138147566,0.007849293563579277,0.0031397174254317113
14,教育, education,580,479,166,22.868965517241378,0.5836906964806692,0.743103448275862,0.020689655172413793,0.006896551724137931,0.0017241379310344827,0.0017241379310344827,0.0
37,奇人异象, Strange People and Extraordinary Phenomena,525,427,178,34.14476190476191,0.4935686804326328,0.7523809523809524,0.02095238095238095,0.005714285714285714,0.0,0.0038095238095238095,0.0
8,颜值, Good Looks,524,406,199,10.841603053435115,0.5524615787668633,0.5992366412213741,0.026717557251908396,0.003816793893129771,0.009541984732824428,0.0019083969465648854,0.0019083969465648854
